###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60141.513074  20.192  0.332    30   10 c  0   0.94 341.47850  37.72398  7706.81  1213.44 2.61 2.33 -67.2 -0.415 19.55 21.42 02a60141o0569c
60146.274682   1.248  0.835 -11457081864 9561305728 o  0   1.03 341.47850  37.72398  4019.33  5565.95 2.35 2.02 -86.9 -0.390 -2.70 -1.31 04a60146o0516o
60146.276034   2.012  0.419 -23154764525 9701205690 o  0   0.87 341.47850  37.72398  3999.41  5527.51 2.49 2.18 -81.7 -0.357 -2.77 -1.32 04a60146o0519o
60146.278746   1.054  0.983 -9588868832 9422105896 o  0   0.97 341.47850  37.72398  4058.94  5602.87 2.40 2.04 -73.8 -0.372 -2.79 -1.31 04a60146o0525o
60146.283724  15.827  1.296  1696 2197 o  0   1.20 341.47850  37.72398  4078.36  5487.65 2.54 2.23 -81.0 -0.380 14.38 15.82 04a60146o0536o
60147.495211  21.814  1.512     7   10 c  0   1.21 341.47850  37.72398  6504.16  5123.28 2.74 2.52  44.0 -0.391 19.48 21.31 02a60147o0522c
60147.497019  20.265  0.337    28   10 c  0   1.12 341.47850  37.72398  6525.34  5161.34 2.74 2.53  42.2 -0.389 19.51 21.32 02a60147o0526c
60147.508468  20.706  0.548    19   10 c  0   1.11 341.47850  37.72398  6473.99  5086.75 2.75 2.49  43.7 -0.390 19.50 21.33 02a60147o0548c
60147.512083  20.911  0.716    16   11 c  0   0.71 341.47850  37.72398  6459.41  5204.59 2.73 2.51  39.0 -0.392 19.49 21.34 02a60147o0556c
60148.431285  21.719  1.523     8   11 c  0   1.16 341.47850  37.72398  7212.43  8991.02 2.64 2.60  24.9 -0.403 19.57 21.36 02a60148o0402c
60148.433181  20.890  0.764    16   12 c  0   0.85 341.47850  37.72398  7230.34  9030.46 2.85 2.60  38.8 -0.389 19.53 21.37 02a60148o0406c
60148.456145  20.947  0.681    15   10 c  0   0.88 341.47850  37.72398  7185.48  8956.00 2.68 2.56  36.6 -0.401 19.60 21.44 02a60148o0455c
60148.470994  22.038  1.735     6   10 c  0   1.30 341.47850  37.72398  7172.57  9074.57 2.64 2.54  41.7 -0.407 19.61 21.44 02a60148o0486c
60149.509775  20.602  0.512    21   11 c  0   1.10 341.47850  37.72398  7269.43  8998.21 2.70 2.58  44.0 -0.407 19.62 21.61 02a60149o0572c
60149.529134  20.703  0.562    19   11 c  0   1.08 341.47850  37.72398  7314.60  9042.22 2.71 2.52  36.9 -0.406 19.62 21.61 02a60149o0608c
60149.530950  22.083  1.806     5   10 c  0   1.62 341.47850  37.72398  7257.02  8963.07 2.75 2.53  34.7 -0.402 19.62 21.61 02a60149o0612c
60149.540436  21.277  0.864    11   10 c  0   1.38 341.47850  37.72398  7251.43  9083.75 2.72 2.52  34.7 -0.407 19.58 21.63 02a60149o0632c
60151.488800  22.354  2.241     4    9 c  0   1.03 341.47850  37.72398  5896.52  3189.53 2.46 2.36  44.9 -0.406 19.62 21.58 02a60151o0509c
60151.511311  23.015  3.562     2    8 c  0   1.51 341.47850  37.72398  5938.62  3228.38 2.47 2.33  44.0 -0.408 19.64 21.58 02a60151o0553c
60151.514022  21.279  0.872    11   10 c  0   0.76 341.47850  37.72398  5884.26  3152.98 2.49 2.34  52.2 -0.408 19.66 21.57 02a60151o0559c
60151.517187  20.940  0.604    15    9 c  0   1.01 341.47850  37.72398  5868.04  3272.09 2.56 2.41  49.6 -0.404 19.59 21.58 02a60151o0566c
60155.428507  20.088  0.533    34   18 o  0   0.73 341.47850  37.72398   103.07  3370.58 2.17 1.82  26.3 -0.419 19.07 19.76 02a60155o0408o
60155.453153  19.952  0.347    38   13 o  0   1.43 341.47850  37.72398   138.47  3408.41 2.00 1.99 -78.1 -0.416 19.13 19.82 02a60155o0460o
60155.487448  20.586  0.994    21   21 o  0   0.74 341.47850  37.72398  9871.18  3404.65 2.26 1.97 -53.8 -0.462 19.13 19.88 02a60155o0525o
60155.489255  21.407  1.471    10   15 o  0   2.11 341.47850  37.72398  9892.13  3443.23 2.26 1.97 -55.3 -0.460 19.14 19.89 02a60155o0529o
60155.511284  19.616  0.257    52   13 o  0   1.63 341.47850  37.72398   717.20  7189.61 2.10 1.99  13.2 -0.430 19.21 19.98 02a60155o0573o
60155.537726  20.068  0.519    34   18 o  0   0.88 341.47850  37.72398   732.87  7071.62 2.02 1.91   1.9 -0.432 19.30 20.14 02a60155o0627o
60156.414873 -20.358  0.699   -26   18 o  0   1.63 341.47850  37.72398  5147.03  7148.89 2.31 2.05  37.7 -0.435 18.72 19.22 02a60156o0376o
60156.416770  20.455  0.777    24   19 o  0   1.53 341.47850  37.72398  5164.60  7188.48 2.62 2.05  37.9 -0.411 18.85 19.28 02a60156o0380o
60156.452013  24.534 39.500     1   22 o  0   1.12 341.47850  37.72398  5122.11  7111.98 2.44 2.19  37.3 -0.426 18.77 19.35 02a60156o0455o
60156.461480  19.792  0.925    44   41 o  0   0.88 341.47850  37.72398  5112.46  7233.54 2.85 2.13  40.2 -0.398 18.24 18.52 02a60156o0475o
60157.498436  19.661  0.464    50   23 o  0   1.12 341.47850  37.72398  5208.03  7158.80 2.57 2.18  33.7 -0.424 18.68 19.23 02a60157o0549o
60157.501600  19.555  0.375    55   20 o  0   1.25 341.47850  37.72398  5232.30  7196.85 2.51 1.99  33.6 -0.425 18.79 19.23 02a60157o0556o
60157.507131  20.146  0.819    32   26 o  0   0.92 341.47850  37.72398  5181.54  7119.65 2.63 2.06  35.2 -0.414 18.75 19.23 02a60157o0567o
60157.531181  19.638  0.408    51   21 o  0   1.08 341.47850  37.72398  5411.81  3323.12 2.32 1.92  31.8 -0.457 18.85 19.26 02a60157o0618o
60159.488878  19.886  0.507    40   20 o  0   1.21 341.47850  37.72398  2013.56   908.05 2.09 1.90 -66.5 -0.501 18.91 19.43 02a60159o0539o
60159.490686  22.767  7.185     3   20 o  0   0.87 341.47850  37.72398  2033.58   948.36 2.02 1.88 -68.7 -0.500 18.92 19.44 02a60159o0543o
60159.497396  20.410  0.643    25   16 o  0   1.20 341.47850  37.72398  1981.92   866.64 1.98 1.88 -67.2 -0.500 18.98 19.47 02a60159o0557o
60159.502823  22.280  4.525     4   20 o  0   0.75 341.47850  37.72398  1969.80   986.99 2.03 1.99 -40.7 -0.488 18.92 19.48 02a60159o0569o
60161.457296  19.707  0.328    48   16 o  0   1.41 341.47850  37.72398  5773.42   753.15 2.03 1.82 -65.8 -0.468 19.11 19.77 02a60161o0481o
60161.460008  20.221  0.537    30   16 o  0   0.98 341.47850  37.72398  5794.90   793.97 2.00 1.80 -67.5 -0.461 19.07 19.76 02a60161o0487o
60161.464078  20.818  0.955    17   16 o  0   1.06 341.47850  37.72398  5741.19   715.38 2.00 1.79 -65.7 -0.473 19.07 19.75 02a60161o0496o
60161.490972  20.212  0.454    30   14 o  0   1.95 341.47850  37.72398  5746.80   839.47 2.00 1.83 -63.6 -0.462 19.07 19.68 02a60161o0550o
60162.539117  21.430  1.519    10   15 o  0   1.06 341.47850  37.72398  7889.86  5264.20 2.34 2.03  32.4 -0.415 19.24 20.13 02a60162o0541o
60162.542319  19.948  0.352    38   13 o  0   1.23 341.47850  37.72398  7871.02  5224.52 2.41 2.13  36.0 -0.415 19.19 20.11 02a60162o0548o
60170.420338  20.663  0.419    20    8 c  0   1.15 341.47850  37.72398  3964.83  3277.39 2.35 2.29  65.1 -0.421 19.62 21.38 02a60170o0400c
60170.422148  20.394  0.392    25   10 c  0   0.95 341.47850  37.72398  3985.51  3317.73 2.36 2.29  58.7 -0.422 19.60 21.38 02a60170o0404c
60170.424947  20.552  0.404    22    9 c  0   1.01 341.47850  37.72398  3929.52  3240.22 2.37 2.30  64.4 -0.421 19.61 21.39 02a60170o0410c
60170.434768  21.040  0.629    14    9 c  0   1.34 341.47850  37.72398  3925.34  3358.22 2.37 2.26  60.9 -0.419 19.65 21.42 02a60170o0431c
60171.449211  20.522  0.345    22    8 c  0   1.23 341.47850  37.72398  3996.51  3280.60 2.36 2.25  45.8 -0.424 19.67 21.48 02a60171o0463c
60171.454212  21.629  1.016     8    8 c  0   1.60 341.47850  37.72398  4022.40  3319.85 2.37 2.22  42.7 -0.416 19.68 21.49 02a60171o0473c
60171.476593  20.584  0.359    21    8 c  0   1.11 341.47850  37.72398  3990.48  3248.18 2.45 2.27  34.2 -0.417 19.65 21.52 02a60171o0519c
60171.482137  19.962  0.282    38   11 c  0   1.00 341.47850  37.72398  3979.81  3364.37 2.48 2.33  37.4 -0.418 19.67 21.54 02a60171o0530c
60173.445119  20.794  0.870    18   15 c  0   1.07 341.47850  37.72398  2080.23  3341.86 2.45 2.32  48.6 -0.416 19.18 20.97 02a60173o0457c
60173.447380  20.617  0.523    21   11 c  0   0.92 341.47850  37.72398  2102.45  3382.31 2.47 2.32  45.3 -0.414 19.43 21.23 02a60173o0462c
60173.450543  21.861  1.326     6    9 c  0   1.95 341.47850  37.72398  2047.14  3303.47 2.49 2.34  47.4 -0.416 19.52 21.35 02a60173o0469c
60173.455968  21.781  1.255     7    9 c  0   1.36 341.47850  37.72398  2033.95  3419.83 2.50 2.35  44.7 -0.414 19.55 21.36 02a60173o0481c
60174.435578  21.070  0.711    14   10 c  0   1.14 341.47850  37.72398   687.14  5341.08 2.45 2.30  33.3 -0.415 19.61 21.54 02a60174o0439c
60174.439391  20.458  0.364    24    9 c  0   1.53 341.47850  37.72398   712.76  5380.29 2.46 2.26  37.9 -0.419 19.64 21.52 02a60174o0447c
60174.444861  21.040  0.640    14    9 c  0   1.21 341.47850  37.72398   660.74  5302.07 2.50 2.29  38.5 -0.414 19.57 21.52 02a60174o0459c
60174.468832  20.162  0.292    31    9 c  0   0.97 341.47850  37.72398   667.38  5421.47 2.53 2.29  25.2 -0.415 19.63 21.51 02a60174o0510c
60175.537371  19.781  3.966    44  176 c  0   0.08 341.47850  37.72398    32.74  5154.65 2.41 2.28  25.7 -0.369 19.55 21.21 02a60175o0641c
60177.479346  24.566 17.000     0    9 c  0   1.54 341.47850  37.72398   859.97  9588.49 2.39 2.13 -47.2 -0.479 19.65 21.44 02a60177o0499c
60177.479798  21.431  1.051    10   10 c  0   1.11 341.47850  37.72398 10438.73  9628.58 2.86 2.43 -55.6 -0.397 19.66 21.44 02a60177o0500c
60177.484134  23.074  3.769     2    8 c  0   1.46 341.47850  37.72398 10419.34  9593.07 2.80 2.49 -58.6 -0.395 19.62 21.44 02a60177o0509c
60177.484586  20.785  0.669    18   12 c  0   1.06 341.47850  37.72398   841.30  9553.92 2.39 2.16 -42.5 -0.479 19.66 21.42 02a60177o0510c
60177.487748  21.456  1.072    10   10 c  0   0.80 341.47850  37.72398   898.02  9626.85 2.41 2.17 -48.1 -0.476 19.63 21.43 02a60177o0517c
60177.489841  20.257  0.381    29   11 c  0   1.77 341.47850  37.72398 10477.79  9671.99 3.02 2.65 -56.5 -0.381 19.60 21.44 02a60177o0521c
60177.522143   0.000 21.411    -0   10 c  0   1.28 341.47850  37.72398   918.01  9504.25 2.40 2.13 -48.2 -0.484 19.56 21.34 02a60177o0589c
60177.522720  19.901  0.357    40   14 c  0   1.25 341.47850  37.72398 10491.78  9553.87 2.92 2.50 -57.5 -0.392 19.63 21.35 02a60177o0590c
60178.477687  20.418  0.380    25    9 c  0   1.17 341.47850  37.72398  7315.39  3315.32 2.52 2.43  23.7 -0.390 19.55 21.35 02a60178o0529c
60178.480869  21.210  0.790    12    9 c  0   1.07 341.47850  37.72398  7296.54  3278.50 2.55 2.44  41.9 -0.394 19.54 21.34 02a60178o0536c
60178.486745  20.955  0.729    15   11 c  0   0.84 341.47850  37.72398  7354.60  3356.59 2.62 2.55  44.4 -0.385 19.51 21.35 02a60178o0549c
60178.516773  21.776  1.489     7   10 c  0   0.86 341.47850  37.72398  7371.46  3239.37 2.59 2.55  66.8 -0.389 19.59 21.47 02a60178o0611c
60179.482991 -21.959  1.350    -6    8 c  0   1.36 341.47850  37.72398  7318.09  3319.78 2.56 2.47  38.4 -0.393 19.58 21.44 02a60179o0538c
60179.492992  21.396  1.061    10   11 c  0   0.79 341.47850  37.72398  7300.57  3281.38 2.56 2.50  41.4 -0.396 19.56 21.44 02a60179o0559c
60179.497130  23.038  4.067     2    9 c  0   1.19 341.47850  37.72398  7359.00  3360.80 2.53 2.45  35.5 -0.398 19.58 21.44 02a60179o0567c
60179.525981  20.626  0.493    20   10 c  0   1.03 341.47850  37.72398  7373.02  3242.05 2.47 2.43  76.2 -0.397 19.55 21.41 02a60179o0626c
60180.359221  21.166  1.186    12   15 o  0   1.24 341.47850  37.72398  3224.74  9178.14 2.54 2.27  43.9 -0.392 19.22 20.41 02a60180o0217o
60180.361037  20.807  0.861    17   15 o  0   1.18 341.47850  37.72398  3244.26  9217.46 2.35 2.34 -72.8 -0.415 19.26 20.40 02a60180o0221o
60180.363796  20.464  0.607    24   14 o  0   1.25 341.47850  37.72398  3185.00  9140.08 2.25 2.23  34.3 -0.410 19.26 20.41 02a60180o0227o
60180.375244  20.405  0.590    25   15 o  0   0.85 341.47850  37.72398  3172.45  9259.15 2.16 2.10 -58.3 -0.422 19.39 20.49 02a60180o0251o
60183.465173  21.277  1.240    11   14 o  0   1.21 341.47850  37.72398  9292.58  1313.24 2.25 1.70 -61.1 -0.514 19.24 20.02 02a60183o0423o
60183.471518  20.003  0.459    36   17 o  0   1.18 341.47850  37.72398  9271.95  1272.51 2.31 1.78 -58.3 -0.511 19.19 20.02 02a60183o0435o
60183.474690  19.661  0.310    50   15 o  0   0.73 341.47850  37.72398  9331.26  1349.08 2.28 1.78 -58.1 -0.500 19.22 20.04 02a60183o0442o
60183.508375  21.555  1.475     9   13 o  0   1.10 341.47850  37.72398  9349.16  1235.84 2.19 1.72 -59.9 -0.527 19.29 20.24 02a60183o0462o
60184.610888  20.996  1.065    14   16 o  0   1.03 341.47850  37.72398  5963.73  5330.06 2.86 2.51  34.5 -0.420 19.18 20.64 02a60184o0217o
60184.614981  20.750  1.034    18   19 o  0   1.31 341.47850  37.72398  5944.56  5292.74 3.68 3.21  32.2 -0.422 18.90 20.61 02a60184o0226o
60184.620430  20.144  0.465    32   15 o  0   1.24 341.47850  37.72398  6003.26  5371.82 2.81 2.50  35.5 -0.425 19.13 20.53 02a60184o0238o
60184.635208  21.295  2.758    11   30 o  0   1.52 341.47850  37.72398  6025.57  5253.66 2.79 2.39  35.7 -0.421 18.35 18.75 02a60184o0266o
60187.466844  24.059 51.750     1   45 o  0   1.43 341.47850  37.72398  6634.62  9712.80 3.01 2.89 -48.3 -0.407 18.18 18.74 02a60187o0535o
60187.470915  19.651  0.809    50   40 o  0   1.76 341.47850  37.72398  6615.63  9672.61 3.20 2.98 -33.9 -0.402 18.12 18.73 02a60187o0544o
60187.478686  19.064  0.490    86   42 o  0   1.56 341.47850  37.72398  6675.19  9754.96 3.06 2.93 -67.8 -0.408 18.17 18.71 02a60187o0560o
60187.506897  20.716  2.355    19   44 o  0   1.32 341.47850  37.72398  6692.30  9635.44 2.92 2.81 -80.5 -0.396 18.20 18.65 02a60187o0619o
60188.210938  21.207  4.943    12   59 o  0   1.17 341.47850  37.72398  9315.57  7331.95 2.76 2.52 -29.1 -0.376 17.65 17.65 04a60188o0312o
60188.215515  19.633  1.050    51   53 o  0   1.01 341.47850  37.72398  9340.10  7366.93 2.55 2.29 -16.6 -0.398 17.79 17.77 04a60188o0322o
60188.228265  18.487  0.337   146   49 o  0   1.05 341.47850  37.72398  9291.14  7282.01 2.47 2.22 -15.3 -0.446 17.75 17.77 04a60188o0350o
60191.441209  19.658  0.377    50   19 o  0   1.06 341.47850  37.72398  2776.61  9438.03 2.65 1.74 -53.4 -0.477 19.20 20.14 02a60191o0481o
60191.444374  20.005  0.354    36   13 o  0   2.09 341.47850  37.72398  2758.38  9399.65 2.73 1.79 -52.3 -0.467 19.21 20.15 02a60191o0488o
60191.450251  20.934  1.167    15   18 o  0   1.04 341.47850  37.72398  2813.42  9478.97 2.72 1.83 -54.5 -0.464 19.23 20.15 02a60191o0501o
60191.460792 -21.375  1.932   -10   20 o  0   0.76 341.47850  37.72398  2831.95  9358.20 2.75 1.88 -53.9 -0.454 19.19 20.13 02a60191o0523o
60193.543590  18.172  0.502   196   98 o  0   1.42 341.47850  37.72398  2623.07  7004.60 1.99 1.88  28.0 -0.457 17.20 17.70 02a60193o0425o
60193.546781  18.939  0.761    96   73 o  0   1.64 341.47850  37.72398  2604.43  6964.89 1.87 1.68 -45.7 -0.504 17.24 17.48 02a60193o0432o
60193.556561 -20.546 10.259   -22  225 o  0   1.31 341.47850  37.72398  2662.27  7041.91 1.98 1.82  28.2 -0.457 16.11 16.24 02a60193o0453o
60193.574967 -19.313 10.667   -68  729 o  0   1.29 341.47850  37.72398  2690.30  6922.17 2.00 1.84  26.3 -0.441 15.00 14.97 02a60193o0492o
60195.420065  20.664  0.609    20   12 c  0   0.63 341.47850  37.72398  3388.97  3509.13 2.38 2.17  36.3 -0.421 19.64 21.36 02a60195o0436c
60195.423240  26.127 79.000     0   10 c  0   1.00 341.47850  37.72398  3369.33  3470.66 2.41 2.18  31.9 -0.423 19.63 21.37 02a60195o0443c
60195.430470  21.748  1.228     7    9 c  0   1.01 341.47850  37.72398  3428.11  3547.11 2.39 2.17  34.2 -0.422 19.68 21.37 02a60195o0459c
60195.440234  20.788  0.535    18    9 c  0   0.98 341.47850  37.72398  3448.06  3429.63 2.33 2.15  37.8 -0.426 19.67 21.38 02a60195o0480c
60196.422210  20.539  0.423    22    9 c  0   1.02 341.47850  37.72398  4021.17  5439.41 2.39 2.18  31.5 -0.406 19.64 21.35 02a60196o0438c
60196.455904  21.741  1.380     7   10 c  0   1.03 341.47850  37.72398  3999.75  5397.78 2.62 2.32  30.6 -0.399 19.58 21.39 02a60196o0510c
60196.460426  22.498  2.333     4    8 c  0   1.39 341.47850  37.72398  4058.96  5475.89 2.50 2.23  29.2 -0.404 19.61 21.38 02a60196o0520c
60196.479808  20.440  0.430    24   10 c  0   0.98 341.47850  37.72398  4077.75  5357.75 2.59 2.24  32.7 -0.400 19.55 21.32 02a60196o0558c
60197.419908  20.801  0.592    17   10 c  0   1.26 341.47850  37.72398  4022.16  5441.13 2.57 2.25  32.7 -0.401 19.58 21.29 02a60197o0435c
60197.424703  23.197  5.286     2   10 c  0   1.09 341.47850  37.72398  4002.31  5400.72 2.52 2.26  30.1 -0.400 19.54 21.29 02a60197o0445c
60197.430209  21.325  1.087    11   12 c  0   0.88 341.47850  37.72398  4060.27  5479.57 2.73 2.40  32.5 -0.389 19.49 21.27 02a60197o0457c
60197.440618  21.431  1.090    10   11 c  0   1.16 341.47850  37.72398  4080.74  5362.80 2.67 2.28  32.6 -0.391 19.49 21.26 02a60197o0480c
60198.417839  21.724  1.250     7    9 c  0   1.04 341.47850  37.72398  3288.65  1568.70 2.48 2.35  49.6 -0.421 19.48 21.21 02a60198o0433c
60198.451935  21.118  0.798    13   10 c  0   0.97 341.47850  37.72398  3266.55  1526.78 2.44 2.30  58.4 -0.426 19.51 21.19 02a60198o0506c
60198.455114  20.935  0.692    15   11 c  0   1.05 341.47850  37.72398  3327.28  1606.04 2.48 2.36  58.4 -0.417 19.48 21.20 02a60198o0513c
60198.460578  21.875  1.523     6   10 c  0   1.34 341.47850  37.72398  3348.49  1486.23 2.54 2.36  56.7 -0.422 19.51 21.21 02a60198o0525c
60200.183402  21.422  1.911    10   19 o  0   1.14 341.47850  37.72398  5901.37  3140.58 2.34 2.29 -53.5 -0.398 18.95 20.27 04a60200o0469o
60200.186569 -20.909  1.263   -16   20 o  0   0.70 341.47850  37.72398  5923.16  3176.92 2.26 2.15 -52.9 -0.396 18.95 20.22 04a60200o0476o
60200.208349  20.713  0.960    19   18 o  0   1.48 341.47850  37.72398  5886.89  3082.57 2.42 2.35 -38.5 -0.388 18.88 20.18 04a60200o0523o
60200.213807  21.831  3.200     7   22 o  0   0.86 341.47850  37.72398  5870.69  3196.84 2.45 2.40 -19.5 -0.380 18.76 20.13 04a60200o0535o
60201.401797  20.442  0.391    24    9 c  0   1.38 341.47850  37.72398  4651.46  7377.73 2.66 2.08 -54.9 -0.443 19.51 21.31 02a60201o0406c
60201.405413  21.645  1.153     8    9 c  0   1.63 341.47850  37.72398  4632.65  7336.85 2.61 2.06 -53.3 -0.445 19.54 21.32 02a60201o0414c
60201.411218  20.881  0.632    16   10 c  0   0.94 341.47850  37.72398  4689.09  7414.39 2.67 2.11 -52.8 -0.445 19.50 21.31 02a60201o0426c
60201.444987  20.344  0.351    26    9 c  0   1.53 341.47850  37.72398  4700.77  7295.43 2.61 2.03 -51.5 -0.459 19.54 21.35 02a60201o0492c
60202.260290  20.726  0.543    19   10 c  0   1.32 341.47850  37.72398  1199.44  7287.10 2.31 2.17 -51.4 -0.450 19.54 21.26 02a60202o0101c
60202.262131  21.427  1.097    10   11 c  0   1.07 341.47850  37.72398  1217.68  7326.31 2.34 2.23 -52.1 -0.440 19.56 21.27 02a60202o0105c
60202.265416  21.277  0.939    11   10 c  0   1.09 341.47850  37.72398  1157.51  7247.13 2.35 2.25 -53.0 -0.439 19.56 21.28 02a60202o0111c
60202.272767  20.635  0.577    20   12 c  0   0.96 341.47850  37.72398  1138.47  7364.37 2.41 2.30 -54.3 -0.438 19.54 21.30 02a60202o0126c
60203.405580  21.568  1.295     9   11 c  0   0.86 341.47850  37.72398  9295.66  3264.74 2.52 2.33 -59.2 -0.401 19.56 21.23 02a60203o0417c
60203.408744  20.264  0.441    28   12 c  0   0.77 341.47850  37.72398  9274.99  3224.34 2.70 2.53 -53.1 -0.388 19.46 21.21 02a60203o0424c
60203.414777  20.184  0.406    31   12 c  0   0.87 341.47850  37.72398  9332.77  3304.82 2.72 2.47 -62.1 -0.394 19.48 21.21 02a60203o0436c
60203.446750  20.951  0.935    15   14 c  0   1.13 341.47850  37.72398  9347.36  3187.69 3.09 2.83 -60.8 -0.384 19.18 21.04 02a60203o0464c
60205.383822  20.318  0.390    27   11 c  0   0.97 341.47850  37.72398   686.22  7159.44 2.34 2.27 -25.7 -0.419 19.65 21.34 02a60205o0374c
60205.394552  20.869  0.675    16   11 c  0   1.03 341.47850  37.72398   666.69  7117.88 2.34 2.28 -18.9 -0.418 19.60 21.32 02a60205o0396c
60205.397717  20.462  0.402    24   10 c  0   1.05 341.47850  37.72398   724.82  7195.45 2.35 2.27  -9.7 -0.419 19.62 21.32 02a60205o0403c
60205.401786  20.272  0.356    28   10 c  0   1.40 341.47850  37.72398 10398.86  7189.84 2.68 2.45 -62.3 -0.415 19.60 21.33 02a60205o0412c
60205.405715  20.752  0.619    18   11 c  0   0.85 341.47850  37.72398 10379.40  7149.94 2.65 2.52 -61.7 -0.407 19.56 21.32 02a60205o0420c
60205.410358  20.765  0.568    18   10 c  0   1.28 341.47850  37.72398   744.90  7079.80 2.41 2.33 -11.9 -0.414 19.57 21.31 02a60205o0430c
60205.412168  22.093  2.273     5   12 c  0   0.90 341.47850  37.72398 10438.38  7229.61 2.69 2.44 -63.7 -0.411 19.59 21.32 02a60205o0434c
60205.445882  19.889  0.275    40   11 c  0   0.94 341.47850  37.72398 10449.25  7112.52 2.66 2.51 -54.9 -0.417 19.59 21.34 02a60205o0503c
60207.389837  20.667  0.429    20    8 c  0   1.52 341.47850  37.72398  5361.79  3408.76 2.55 2.37  39.0 -0.408 19.53 21.37 02a60207o0390c
60207.393011  20.644  0.400    20    8 c  0   1.14 341.47850  37.72398  5342.64  3370.51 2.46 2.29  35.8 -0.414 19.56 21.36 02a60207o0397c
60207.398438  21.171  0.753    12    9 c  0   0.90 341.47850  37.72398  5401.39  3447.76 2.46 2.30  39.0 -0.411 19.59 21.37 02a60207o0409c
60207.414745  24.538 13.750     1    8 c  0   1.50 341.47850  37.72398  5420.48  3331.76 2.46 2.31  41.8 -0.409 19.61 21.40 02a60207o0443c
60209.432205  20.674  0.678    20   13 c  0   1.06 341.47850  37.72398  8527.26  9658.53 3.04 2.98 -82.1 -0.377 19.36 21.21 02a60209o0333c
60209.435370  19.570  0.237    54   13 c  0   1.09 341.47850  37.72398  8508.90  9619.27 3.15 3.11  81.3 -0.373 19.29 21.22 02a60209o0340c
