###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59758.546285  20.750  0.659    18   12 c  0   1.43 341.47850  37.72398  5792.44   851.34 2.47 2.28 -84.0 -0.420 19.13 20.92 02a59758o0621c
59759.511376  20.718  0.770    19   14 o  0   1.08 341.47850  37.72398  6685.07  9691.86 3.07 2.92  60.3 -0.453 19.25 20.71 01a59759o0571o
59759.518707  19.933  0.381    39   15 o  0   0.99 341.47850  37.72398  6667.60  9651.60 3.05 2.91  60.7 -0.458 19.28 20.76 01a59759o0587o
59759.529438  19.997  0.402    36   15 o  0   1.33 341.47850  37.72398  6728.77  9726.99 3.00 2.82  56.5 -0.459 19.35 20.77 01a59759o0609o
59759.540856  23.329  8.125     2   14 o  0   1.10 341.47850  37.72398  6748.75  9609.09 3.11 2.87  54.8 -0.445 19.31 20.75 01a59759o0634o
59761.506403  20.449  0.670    24   16 o  0   0.80 341.47850  37.72398  1141.59  3231.89 3.60 3.33  49.7 -0.385 18.94 20.73 01a59761o0452o
59761.512341  19.748  0.350    46   16 o  0   0.96 341.47850  37.72398  1121.39  3193.86 3.35 3.20 -53.8 -0.455 19.14 20.76 01a59761o0465o
59761.518729  20.649  0.847    20   17 o  0   0.92 341.47850  37.72398  1182.83  3269.16 3.51 3.43 -84.8 -0.435 19.07 20.77 01a59761o0479o
59761.531392  20.986  1.016    15   15 o  0   1.03 341.47850  37.72398  1200.63  3150.44 3.15 3.07 -59.1 -0.477 19.21 20.83 01a59761o0506o
59765.518179  19.853  0.328    42   14 o  0   0.86 341.47850  37.72398  1146.32  3234.39 2.72 2.64 -42.8 -0.500 19.41 20.99 01a59765o0605o
59765.520456  20.442  0.549    24   13 o  0   0.92 341.47850  37.72398  1123.99  3194.12 2.77 2.71 -72.1 -0.485 19.32 20.95 01a59765o0610o
59765.530444  20.980  0.719    15   11 o  0   1.17 341.47850  37.72398  1182.93  3270.02 2.60 2.58  54.8 -0.506 19.40 21.00 01a59765o0631o
59765.533175  20.555  0.618    22   14 o  0   0.94 341.47850  37.72398  1200.70  3150.40 2.64 2.57 -84.9 -0.499 19.38 20.97 01a59765o0637o
59766.507157  20.681  0.617    19   12 c  0   0.89 341.47850  37.72398  2716.84  5312.81 2.48 2.33  38.2 -0.412 19.49 21.23 02a59766o0555c
59766.513603  20.625  0.622    20   13 c  0   0.86 341.47850  37.72398  2734.61  5351.43 2.53 2.33  36.8 -0.412 19.43 21.19 02a59766o0568c
59766.518657 -23.077  5.154    -2   11 c  0   1.25 341.47850  37.72398  2674.71  5272.70 2.51 2.33  36.0 -0.419 19.47 21.24 02a59766o0579c
59766.523766  20.328  0.368    27   10 c  0   1.04 341.47850  37.72398  2657.65  5388.43 2.63 2.45  38.0 -0.400 19.56 21.42 02a59766o0589c
59767.524328  18.708  4.000   119  477 c  0   1.12 341.47850  37.72398  2716.30  5314.36 2.61 2.33  36.0 -0.409 15.46 16.79 02a59767o0587c
59767.526147  16.353  0.462  1044  482 c  0   1.16 341.47850  37.72398  2735.97  5353.24 2.61 2.30  33.9 -0.409 15.40 16.69 02a59767o0591c
59767.529317 -18.193  1.377  -192  264 c  0   1.17 341.47850  37.72398  2678.21  5274.80 2.55 2.29  36.4 -0.414 15.88 17.19 02a59767o0598c
59767.541115 -20.802  1.477   -17   26 c  0   1.68 341.47850  37.72398  2656.57  5391.95 2.52 2.28  35.4 -0.410 18.33 19.77 02a59767o0623c
59768.542406  20.466  0.514    24   12 o  0   1.24 341.47850  37.72398  2817.58  9479.23 2.70 2.58 -60.3 -0.478 19.38 20.86 01a59768o0493o
59768.574357  20.244  0.390    29   11 o  0   1.16 341.47850  37.72398  2799.39  9437.87 2.70 2.60 -67.1 -0.472 19.47 21.08 01a59768o0558o
59768.579993  20.393  0.438    25   11 o  0   1.09 341.47850  37.72398  2857.06  9513.30 2.75 2.63 -73.7 -0.465 19.48 21.13 01a59768o0569o
59768.603659  19.677  0.268    49   13 o  0   1.08 341.47850  37.72398  7622.99  1152.23 2.70 2.59 -67.0 -0.495 19.48 21.06 01a59768o0620o
59769.518038  19.989  0.364    37   13 c  0   0.80 341.47850  37.72398  2715.52  5312.10 2.40 2.23  37.6 -0.417 19.51 21.22 02a59769o0565c
59769.520757  22.907  5.467     2   14 c  0   0.85 341.47850  37.72398  2734.55  5351.17 2.39 2.22  37.1 -0.420 19.36 21.10 02a59769o0571c
59769.523537  20.892  0.742    16   12 c  0   1.03 341.47850  37.72398  2677.63  5272.10 2.41 2.24  35.8 -0.421 19.41 21.09 02a59769o0577c
59769.541753  20.744  0.723    18   13 c  0   1.55 341.47850  37.72398  2661.03  5389.61 2.46 2.25  37.6 -0.418 19.29 20.97 02a59769o0615c
59770.532402  20.580  0.669    21   14 o  0   0.67 341.47850  37.72398  9411.27  9368.26 2.32 2.26  44.8 -0.433 19.52 20.83 02a59770o0631o
59770.534670  20.312  0.382    27   10 o  0   1.42 341.47850  37.72398  9433.17  9407.68 2.31 2.24  34.4 -0.435 19.55 20.86 02a59770o0636o
59770.546690  20.025  0.309    36   11 o  0   1.56 341.47850  37.72398  9376.96  9330.07 2.33 2.17  38.1 -0.441 19.56 20.95 02a59770o0661o
59770.572523  20.996  0.797    14   12 o  0   0.98 341.47850  37.72398  1240.15  1131.40 1.97 1.87  60.1 -0.516 19.62 21.02 02a59770o0712o
59771.511000 -19.618  1.291   -52   67 o  0   1.51 341.47850  37.72398  9408.00  9369.46 2.35 2.35  57.7 -0.424 17.59 17.76 02a59771o0585o
59771.516433 -19.928  1.738   -39   67 o  0   0.83 341.47850  37.72398  9433.37  9410.19 2.36 2.29 -60.8 -0.413 17.88 18.14 02a59771o0597o
59771.519610 -20.520  2.494   -22   56 o  0   1.10 341.47850  37.72398  9371.14  9333.78 2.40 2.36 -50.0 -0.417 17.81 18.16 02a59771o0604o
59771.538723  20.703  1.462    19   28 o  0   1.14 341.47850  37.72398  2815.11  9476.35 2.70 2.60 -56.3 -0.480 18.62 19.44 01a59771o0632o
59771.539343  19.116  0.481    82   40 o  0   1.68 341.47850  37.72398  9351.88  9453.47 2.28 2.22 -71.6 -0.426 17.48 17.91 02a59771o0647o
59771.540543  20.086  0.503    34   17 o  0   1.31 341.47850  37.72398  2796.06  9437.97 2.69 2.58 -61.4 -0.482 18.93 19.88 01a59771o0636o
59771.543730 -23.320 10.778    -2   18 o  0   1.11 341.47850  37.72398  2854.45  9514.34 2.71 2.60 -60.9 -0.484 18.90 20.07 01a59771o0643o
59771.572868  20.497  0.548    23   13 o  0   1.91 341.47850  37.72398  7619.83  1154.78 2.77 2.66 -54.7 -0.495 19.31 20.72 01a59771o0703o
59772.499471  20.902  1.322    16   21 o  0   1.07 341.47850  37.72398  2808.83  9481.12 2.77 2.61 -49.8 -0.484 18.79 19.69 01a59772o0539o
59772.523981  20.327  0.871    27   23 o  0   1.12 341.47850  37.72398  2795.12  9441.94 2.72 2.62 -53.0 -0.483 18.91 19.75 01a59772o0590o
59772.525805  24.238 30.250     1   22 o  0   0.75 341.47850  37.72398  2853.07  9516.90 2.81 2.72 -58.7 -0.472 18.89 19.75 01a59772o0594o
59772.543486  20.007  0.579    36   21 o  0   1.24 341.47850  37.72398  2873.66  9397.46 2.86 2.69 -48.7 -0.473 18.86 19.76 01a59772o0631o
59775.488410  20.394  1.271    25   32 o  0   0.92 341.47850  37.72398  2811.95  9482.93 3.80 3.57 -52.7 -0.382 18.50 19.56 01a59775o0516o
59775.511389  21.210  2.068    12   25 o  0   1.10 341.47850  37.72398  2797.25  9443.82 3.01 2.87 -48.3 -0.449 18.68 19.60 01a59775o0563o
59775.513667  19.963  0.634    38   24 o  0   1.00 341.47850  37.72398  2854.89  9517.76 3.13 2.96 -47.8 -0.440 18.71 19.60 01a59775o0568o
59775.516938  24.326 38.667     1   26 o  0   0.97 341.47850  37.72398  2873.14  9398.76 3.20 3.11 -64.4 -0.419 18.61 19.61 01a59775o0575o
59776.498419  20.134  0.708    32   23 o  0   1.08 341.47850  37.72398  2606.74  7057.29 2.75 2.59 -50.1 -0.480 18.87 19.77 01a59776o0549o
59776.523799  20.848  1.156    17   19 o  0   1.46 341.47850  37.72398  2588.56  7015.89 2.74 2.64 -45.1 -0.472 18.92 19.81 01a59776o0600o
59776.532522  19.764  0.475    45   21 o  0   1.11 341.47850  37.72398  2647.75  7090.28 2.74 2.71  52.2 -0.458 18.89 19.82 01a59776o0617o
59776.535710  20.419  0.914    25   22 o  0   0.80 341.47850  37.72398  2664.88  6972.93 2.79 2.66 -43.5 -0.468 18.88 19.81 01a59776o0624o
59778.556263  20.092  0.406    33   14 o  0   1.73 341.47850  37.72398  1893.77  5083.46 2.57 2.27  24.8 -0.415 19.03 19.88 02a59778o0667o
59778.578957  20.056  0.472    34   16 o  0   0.83 341.47850  37.72398  1867.62  5045.76 2.31 2.02  24.4 -0.438 19.18 19.96 02a59778o0711o
59778.607728  19.729  0.308    47   14 o  0   1.15 341.47850  37.72398  1922.06  5119.65 2.33 2.05  22.9 -0.443 19.20 20.00 02a59778o0772o
59778.624452 -23.860 24.222    -1   25 o  0   1.22 341.47850  37.72398  1941.68  5005.06 2.26 1.98  25.7 -0.441 18.53 18.72 02a59778o0805o
59779.576743  20.145  0.451    32   14 o  0   1.19 341.47850  37.72398  1880.98  5081.52 2.21 1.82  24.4 -0.454 19.33 20.12 02a59779o0498o
59779.579907  20.060  0.398    34   14 o  0   1.38 341.47850  37.72398  1862.66  5042.76 2.31 1.87  24.4 -0.449 19.28 20.12 02a59779o0505o
59779.584575  19.904  0.413    40   16 o  0   1.06 341.47850  37.72398  7905.26  3494.30 2.71 2.68 -18.9 -0.479 19.11 20.14 01a59779o0741o
59779.587310  20.150  0.429    32   14 o  0   1.21 341.47850  37.72398  1918.85  5118.78 2.30 1.86  24.3 -0.448 19.29 20.12 02a59779o0521o
59779.587764  21.248  1.446    12   17 o  0   0.87 341.47850  37.72398  7926.40  3532.55 2.73 2.68   0.3 -0.477 19.12 20.15 01a59779o0748o
59779.604395  20.139  0.441    32   14 o  0   1.28 341.47850  37.72398  1937.05  5002.87 2.52 1.90  25.5 -0.435 19.20 20.05 02a59779o0558o
59779.615106  19.978  0.528    37   20 o  0   1.07 341.47850  37.72398  7875.02  3460.68 2.75 2.70 -54.2 -0.480 18.84 19.80 01a59779o0804o
59779.623113  18.875  0.427   102   44 o  0   0.92 341.47850  37.72398  7859.74  3576.81 2.82 2.71  27.8 -0.464 18.12 18.41 01a59779o0820o
59779.625211 -20.832  1.679   -17   28 o  0   1.37 341.47850  37.72398  1901.50  5068.94 2.24 1.80  22.6 -0.453 18.43 18.48 02a59779o0603o
59780.497984  20.255  0.500    29   14 o  0   1.25 341.47850  37.72398  2610.51  7057.82 2.82 2.71 -49.0 -0.461 19.23 20.57 01a59780o0547o
59780.508432  19.791  0.355    44   16 o  0   0.81 341.47850  37.72398  2592.86  7019.18 2.69 2.59 -47.2 -0.476 19.28 20.57 01a59780o0568o
59780.510280  20.037  0.422    35   15 o  0   0.85 341.47850  37.72398  2651.55  7094.37 2.72 2.64 -45.0 -0.470 19.30 20.57 01a59780o0572o
59780.529018  23.105  7.000     2   15 o  0   1.01 341.47850  37.72398  2667.86  6975.87 2.73 2.65 -49.8 -0.468 19.27 20.58 01a59780o0612o
59783.499924  21.459  2.057    10   20 o  0   1.10 341.47850  37.72398  2614.45  7057.26 2.98 2.81 -42.7 -0.449 19.01 20.67 01a59783o0566o
59783.502656  19.629  0.227    51   12 o  0   0.93 341.47850  37.72398  2595.11  7018.31 2.86 2.70 -44.2 -0.458 19.41 21.07 01a59783o0572o
59783.502837  20.383  0.445    26   11 o  0   0.89 341.47850  37.72398  8695.91  5496.83 2.39 2.04  36.4 -0.427 19.60 20.87 02a59783o0570o
59783.505569  19.955  0.294    38   11 o  0   1.23 341.47850  37.72398  8716.04  5535.68 2.26 2.03  43.7 -0.441 19.58 20.86 02a59783o0576o
59783.509190  20.766  0.639    18   12 o  0   1.17 341.47850  37.72398  8656.30  5459.70 2.39 2.03  37.4 -0.429 19.55 20.84 02a59783o0584o
59783.514632  20.265  0.390    28   11 o  0   1.15 341.47850  37.72398  8638.44  5577.42 2.28 1.97  37.8 -0.439 19.58 20.82 02a59783o0596o
59783.528407  20.380  0.503    26   13 o  0   1.11 341.47850  37.72398  2652.85  7090.71 2.78 2.65 -45.1 -0.473 19.38 20.93 01a59783o0625o
59783.533893  19.854  0.349    42   14 o  0   0.72 341.47850  37.72398  2670.42  6971.15 2.81 2.67 -45.7 -0.469 19.40 20.96 01a59783o0637o
59785.502501  21.111  0.938    13   12 o  0   1.08 341.47850  37.72398  3334.30  3542.13 2.95 2.89 -37.8 -0.451 19.37 21.02 01a59785o0397o
59785.505243  20.032  0.315    35   11 o  0   1.29 341.47850  37.72398  3314.51  3504.06 2.88 2.80 -51.5 -0.456 19.42 21.04 01a59785o0403o
59785.511199  20.529  0.500    22   11 o  0   1.65 341.47850  37.72398  3374.68  3579.92 3.03 2.93 -51.8 -0.442 19.35 21.08 01a59785o0416o
59785.525816  20.136  0.373    32   12 o  0   1.13 341.47850  37.72398  3384.28  3461.49 3.16 2.94  32.7 -0.425 19.32 21.10 01a59785o0446o
59785.626992  19.299  1.383    69   96 o  0   1.18 341.47850  37.72398  7218.90  7036.63 2.80 2.75 -28.3 -0.489 18.14 18.39 01a59785o0657o
59787.461456  21.072  0.810    14   11 c  0   1.24 341.47850  37.72398  5332.87  9118.39 2.69 2.55  35.1 -0.394 19.62 21.48 02a59787o0487c
59787.471919  22.440  2.478     4   10 c  0   1.30 341.47850  37.72398  5357.17  9160.44 2.82 2.58  40.1 -0.381 19.62 21.48 02a59787o0510c
59787.475089  20.934  0.600    15    9 c  0   1.05 341.47850  37.72398  5297.75  9082.42 2.74 2.54  38.7 -0.391 19.66 21.48 02a59787o0517c
59787.480535 -22.615  3.286    -3   11 c  0   0.64 341.47850  37.72398  5277.88  9199.95 2.65 2.51  36.9 -0.396 19.66 21.50 02a59787o0529c
59787.530492  19.761  0.265    45   12 o  0   1.23 341.47850  37.72398  7208.86  7009.32 2.71 2.67  88.6 -0.470 19.43 20.96 01a59787o0629o
59787.533678  22.125  2.519     5   13 o  0   0.93 341.47850  37.72398  7229.84  7047.01 2.88 2.79 -52.2 -0.454 19.42 20.98 01a59787o0636o
59787.565967  19.968  0.317    37   12 o  0   0.76 341.47850  37.72398  7177.68  6974.29 2.64 2.59 -41.4 -0.482 19.50 20.96 01a59787o0703o
59787.574134  19.746  0.214    46   10 o  0   1.38 341.47850  37.72398  7164.83  7091.67 2.66 2.56 -58.7 -0.481 19.48 20.97 01a59787o0720o
59788.480339  20.981  0.776    15   11 o  0   1.19 341.47850  37.72398  3329.70  3547.38 2.76 2.60 -47.0 -0.473 19.46 21.01 01a59788o0511o
59788.482162  20.545  0.438    22   10 o  0   1.41 341.47850  37.72398  3309.02  3508.61 2.72 2.57 -49.6 -0.476 19.48 21.01 01a59788o0515o
59788.485350  19.802  0.240    44   10 o  0   1.24 341.47850  37.72398  3369.04  3583.83 2.69 2.55 -50.3 -0.482 19.48 21.00 01a59788o0522o
59788.490816  20.353  0.516    26   14 o  0   0.72 341.47850  37.72398  3386.76  3466.80 2.73 2.57 -49.8 -0.478 19.46 20.99 01a59788o0534o
59789.328834 -23.209 10.375    -2   20 o  0   0.87 341.47850  37.72398  3311.73  3565.19 3.04 2.93  34.3 -0.430 18.99 20.28 01a59789o0019o
59789.331568  19.626  0.356    51   18 o  0   0.95 341.47850  37.72398  3292.34  3523.53 2.96 2.91   3.9 -0.433 18.99 20.32 01a59789o0025o
59789.354202  21.198  1.167    12   14 o  0   1.11 341.47850  37.72398  3358.91  3596.43 2.69 2.62 -49.4 -0.479 19.24 20.60 01a59789o0074o
59789.370911  21.133  1.164    13   15 o  0   1.01 341.47850  37.72398  3381.24  3475.98 2.98 2.87 -57.3 -0.445 19.22 20.72 01a59789o0110o
59789.421878  19.949  0.298    38   11 c  0   0.79 341.47850  37.72398  5331.11  9114.88 2.37 2.29 -46.8 -0.420 19.69 21.37 02a59789o0165c
59789.423686  20.640  0.559    20   11 c  0   0.86 341.47850  37.72398  5350.59  9154.65 2.42 2.37 -34.0 -0.417 19.67 21.38 02a59789o0169c
59789.445320  20.694  0.496    19   10 c  0   1.21 341.47850  37.72398  5285.59  9076.68 2.36 2.33  15.8 -0.418 19.74 21.49 02a59789o0214c
59789.448269  20.641  0.486    20   10 c  0   0.97 341.47850  37.72398  5269.35  9196.02 2.41 2.40 -24.7 -0.416 19.72 21.50 02a59789o0220c
59791.431022  20.614  0.839    21   17 c  0   0.92 341.47850  37.72398  5325.85  9115.53 2.66 2.55  25.4 -0.400 19.25 21.00 02a59791o0360c
59791.459823  22.876  3.875     3   10 c  0   1.35 341.47850  37.72398  5351.41  9156.55 2.62 2.56  16.9 -0.405 19.62 21.44 02a59791o0422c
59791.461631  20.420  0.399    25   10 c  0   0.98 341.47850  37.72398  5292.00  9079.16 2.70 2.54  35.8 -0.394 19.63 21.45 02a59791o0426c
59791.466733  20.383  0.418    26   11 c  0   1.20 341.47850  37.72398  5277.17  9198.69 2.92 2.62  37.2 -0.376 19.52 21.42 02a59791o0437c
59791.481910  20.346  0.504    26   13 o  0   0.92 341.47850  37.72398  3328.46  3548.77 2.83 2.80 -44.9 -0.457 19.35 20.95 01a59791o0506o
59791.484257  20.161  0.413    31   13 o  0   1.12 341.47850  37.72398  3308.18  3510.04 2.84 2.79 -54.2 -0.459 19.38 20.96 01a59791o0511o
59791.487041  19.830  0.303    42   13 o  0   0.92 341.47850  37.72398  3368.76  3585.41 2.71 2.68 -74.8 -0.472 19.41 20.96 01a59791o0517o
59791.510714  19.820  0.276    43   12 o  0   1.20 341.47850  37.72398  3384.86  3465.19 2.92 2.91 -53.5 -0.442 19.38 21.03 01a59791o0566o
59792.475999  19.776  0.259    45   12 o  0   1.17 341.47850  37.72398  4000.10  5465.05 2.68 2.64  26.9 -0.463 19.37 20.81 01a59792o0490o
59792.477822  20.298  0.465    28   13 o  0   1.20 341.47850  37.72398  3979.94  5425.98 2.72 2.69  34.9 -0.456 19.37 20.79 01a59792o0494o
59792.483322  20.172  0.399    31   12 o  0   1.11 341.47850  37.72398  4039.76  5500.20 2.76 2.73  40.6 -0.452 19.36 20.79 01a59792o0506o
59792.498417  19.662  0.276    50   14 o  0   0.85 341.47850  37.72398  4058.08  5383.43 2.79 2.77  14.8 -0.449 19.35 20.80 01a59792o0539o
59793.475600  21.634  1.614     8   13 o  0   0.99 341.47850  37.72398  4006.67  5460.34 2.85 2.77  60.6 -0.434 19.33 20.82 01a59793o0527o
59793.477423  20.266  0.414    28   12 o  0   1.14 341.47850  37.72398  3987.38  5422.22 2.72 2.71 -40.3 -0.454 19.36 20.82 01a59793o0531o
59793.480609  19.997  0.324    36   12 o  0   1.53 341.47850  37.72398  4045.53  5496.99 2.75 2.67  45.3 -0.450 19.37 20.82 01a59793o0538o
59793.490657  20.285  0.453    28   13 o  0   0.93 341.47850  37.72398  4063.09  5380.09 2.97 2.74  53.4 -0.420 19.31 20.82 01a59793o0560o
59795.511096  20.733  0.674    18   12 o  0   1.20 341.47850  37.72398  6518.21  5094.28 2.98 2.87 -58.3 -0.454 19.36 21.02 01a59795o0415o
59795.517608  22.271  2.478     4   11 o  0   1.33 341.47850  37.72398  6539.78  5133.05 2.91 2.84 -58.4 -0.455 19.37 21.03 01a59795o0429o
59795.526691  19.833  0.263    42   11 o  0   1.19 341.47850  37.72398  6481.81  5058.05 2.88 2.77 -60.1 -0.460 19.43 21.04 01a59795o0447o
59795.532111  20.703  0.657    19   12 o  0   0.81 341.47850  37.72398  6466.34  5174.66 2.85 2.75 -51.0 -0.463 19.41 21.03 01a59795o0457o
59796.458455  22.021  2.034     6   12 o  0   0.93 341.47850  37.72398  4001.78  5467.22 2.93 2.85 -44.5 -0.443 19.45 21.19 01a59796o0426o
59796.483193  19.996  0.335    36   12 o  0   0.91 341.47850  37.72398  3982.05  5425.89 3.04 2.92 -44.3 -0.428 19.43 21.27 01a59796o0475o
59796.500251  19.809  0.258    43   11 o  0   1.08 341.47850  37.72398  4040.29  5499.79 3.02 2.95 -37.3 -0.426 19.40 21.25 01a59796o0512o
59796.510096  20.030  0.333    35   12 o  0   1.21 341.47850  37.72398  6460.50  5175.82 3.14 3.00 -60.0 -0.438 19.39 21.24 01a59796o0531o
59797.462909  20.496  0.515    23   12 o  0   1.33 341.47850  37.72398  4014.09  5457.97 2.72 2.66 -52.8 -0.477 19.35 20.86 01a59797o0061o
59797.466099  19.827  0.328    43   14 o  0   0.91 341.47850  37.72398  3994.17  5419.55 2.69 2.64 -58.1 -0.480 19.35 20.86 01a59797o0068o
59797.468839  20.998  0.848    14   12 o  0   1.29 341.47850  37.72398  4054.85  5496.18 2.82 2.70 -47.8 -0.469 19.32 20.86 01a59797o0074o
59797.474786  20.076  0.373    34   13 o  0   0.99 341.47850  37.72398  4072.34  5378.94 2.70 2.65 -35.2 -0.481 19.36 20.90 01a59797o0087o
59799.444153  20.135  0.555    32   18 o  0   0.97 341.47850  37.72398  4067.51  3300.48 2.48 2.00  39.7 -0.448 19.08 19.88 02a59799o0454o
59799.447330  21.351  1.163    10   12 o  0   1.30 341.47850  37.72398  4086.95  3339.73 2.45 2.00  37.6 -0.444 19.12 19.93 02a59799o0461o
59799.450950  20.015  0.456    36   16 o  0   1.10 341.47850  37.72398  4031.10  3260.85 2.39 1.99  38.7 -0.445 19.09 19.92 02a59799o0469o
59799.456376  21.057  1.010    14   14 o  0   1.65 341.47850  37.72398  4009.82  3378.11 2.55 2.05  37.4 -0.437 19.06 19.96 02a59799o0481o
59799.461831  21.201  1.537    12   18 o  0   0.81 341.47850  37.72398  4002.80  5466.71 2.75 2.75 -71.1 -0.455 19.02 20.18 01a59799o0474o
59799.464109  20.229  0.637    29   19 o  0   0.97 341.47850  37.72398  3982.81  5428.40 2.76 2.75  70.8 -0.460 18.97 20.11 01a59799o0479o
59799.485372  19.565  0.275    54   15 o  0   0.99 341.47850  37.72398  4042.63  5503.36 2.79 2.78 -41.4 -0.456 19.01 20.21 01a59799o0520o
59799.488562  21.351  1.673    10   18 o  0   0.87 341.47850  37.72398  4059.86  5384.61 2.92 2.91  -8.4 -0.441 19.01 20.28 01a59799o0527o
59800.507667  20.362  0.690    26   18 o  0   0.88 341.47850  37.72398  7365.15  8944.82 2.77 2.71  38.0 -0.467 19.12 20.18 01a59800o0581o
59800.511311  20.023  0.503    36   18 o  0   0.97 341.47850  37.72398  7387.29  8982.78 2.76 2.71  42.6 -0.468 19.11 20.19 01a59800o0589o
59800.517334  19.907  0.409    40   16 o  0   1.38 341.47850  37.72398  7326.60  8907.22 2.84 2.72  37.3 -0.456 19.11 20.24 01a59800o0602o
59800.549587  20.503  0.597    23   14 o  0   1.12 341.47850  37.72398  7320.52  9028.74 2.88 2.84  54.3 -0.451 19.24 20.64 01a59800o0668o
59801.445104  19.592  0.329    53   17 o  0   1.01 341.47850  37.72398  4065.60  3296.70 2.17 1.94  36.5 -0.446 18.97 19.65 02a59801o0449o
59801.446912  20.695  0.960    19   18 o  0   0.83 341.47850  37.72398  4085.32  3335.87 2.18 1.93  36.3 -0.454 19.04 19.66 02a59801o0453o
59801.449692  19.566  0.303    54   16 o  0   0.86 341.47850  37.72398  4027.95  3258.18 2.17 1.97  36.1 -0.449 19.00 19.66 02a59801o0459o
59801.469784  22.034  4.020     6   22 o  0   0.82 341.47850  37.72398  4011.78  3372.53 2.18 1.92  37.8 -0.472 18.85 19.43 02a59801o0500o
59801.516780  21.183  1.644    12   20 o  0   1.42 341.47850  37.72398  7372.56  8945.94 3.09 2.92  36.6 -0.433 18.84 19.88 01a59801o0626o
59801.552283  20.150  0.627    32   20 o  0   1.42 341.47850  37.72398  7403.66  8987.23 2.94 2.73  41.7 -0.443 18.94 19.92 01a59801o0703o
59801.555494  20.727  1.033    19   19 o  0   1.17 341.47850  37.72398  7341.47  8911.99 3.23 2.78  40.3 -0.409 18.94 19.93 01a59801o0710o
59801.583881  19.313  0.295    68   20 o  0   1.14 341.47850  37.72398  7328.98  9034.49 2.95 2.82  48.8 -0.442 18.97 20.05 01a59801o0771o
59802.546545  20.482  1.554    23   36 o  0   1.77 341.47850  37.72398  8430.16  7225.55 2.44 2.09  35.2 -0.432 18.35 18.67 02a59802o0049o
59802.570912  19.604  0.638    52   33 o  0   0.67 341.47850  37.72398  8402.18  7185.41 2.51 2.21  31.6 -0.427 18.57 19.06 02a59802o0101o
59802.586435 -19.846  0.715   -42   30 o  0   1.54 341.47850  37.72398  8456.99  7265.45 2.81 2.29  31.3 -0.403 18.48 19.00 02a59802o0133o
59802.597978  19.503  0.860    57   49 o  0   1.49 341.47850  37.72398  8475.69  7149.55 2.83 2.27  27.1 -0.398 18.30 18.81 02a59802o0157o
59803.489147  19.590  0.767    53   41 o  0   1.54 341.47850  37.72398  7360.99  8942.43 2.91 2.77  43.4 -0.457 18.48 18.96 01a59803o0489o
59803.492836  20.749  2.632    18   48 o  0   1.16 341.47850  37.72398  7383.95  8980.38 2.88 2.76  40.9 -0.468 18.49 18.95 01a59803o0497o
59803.498121 -20.910  3.240   -16   51 o  0   0.99 341.47850  37.72398  7322.27  8905.37 3.03 2.91  35.7 -0.449 18.41 18.87 01a59803o0507o
59803.530826  19.314  0.830    68   57 o  0   0.63 341.47850  37.72398  7315.06  9025.68 3.01 2.74  45.4 -0.450 18.47 18.91 01a59803o0576o
59804.443851  19.913  0.659    39   26 o  0   0.93 341.47850  37.72398  3188.35  1609.75 2.76 2.72  44.6 -0.487 18.64 19.36 01a59804o0453o
59804.447044  20.854  1.458    16   24 o  0   0.96 341.47850  37.72398  3166.21  1570.30 2.67 2.64  41.4 -0.498 18.71 19.36 01a59804o0460o
59804.449778  20.879  1.437    16   23 o  0   1.39 341.47850  37.72398  3228.07  1645.66 2.81 2.76  41.4 -0.478 18.65 19.35 01a59804o0466o
59804.455529  20.568  1.211    22   26 o  0   0.97 341.47850  37.72398  3245.62  1527.59 2.82 2.79  42.8 -0.478 18.64 19.35 01a59804o0478o
59805.432841  19.232  0.281    74   21 o  0   1.12 341.47850  37.72398  3194.45  1606.38 2.62 2.55  53.6 -0.503 18.79 19.49 01a59805o0449o
59805.448897  20.242  0.754    29   22 o  0   1.01 341.47850  37.72398  3172.67  1565.64 2.69 2.65  45.4 -0.493 18.75 19.46 01a59805o0483o
59805.454032 -19.823  0.506   -43   22 o  0   1.46 341.47850  37.72398  3234.43  1641.70 2.88 2.67  47.5 -0.458 18.70 19.46 01a59805o0494o
59805.455855  21.172  1.739    12   21 o  0   1.38 341.47850  37.72398  3251.72  1523.38 2.76 2.69  51.0 -0.482 18.76 19.45 01a59805o0498o
59805.502235  21.098  1.417    13   19 o  0   0.91 341.47850  37.72398  8429.46  7219.29 2.41 2.05  33.0 -0.414 18.90 19.44 02a59805o0596o
59805.512397  22.886  6.909     2   18 o  0   1.27 341.47850  37.72398  8408.76  7178.36 2.34 1.97  31.7 -0.427 18.98 19.43 02a59805o0617o
59805.518107 -21.337  1.953   -11   21 o  0   1.36 341.47850  37.72398  8465.73  7261.23 2.40 2.08  30.4 -0.423 18.93 19.40 02a59805o0628o
59805.521271  20.272  0.722    28   20 o  0   1.02 341.47850  37.72398  8485.08  7141.15 2.38 2.02  30.5 -0.419 18.93 19.38 02a59805o0635o
59806.373021  20.004  0.500    36   18 o  0   1.23 341.47850  37.72398  2139.24  3359.87 2.60 1.98  31.4 -0.419 18.88 19.43 02a59806o0287o
